voltage,current,reactive_power,pf,temperature,age,switch,health
226.97554600922925,9.453668758865218,158.37246584939496,0.6649058186123321,45.58303434435098,3436,298,77.84720606894133
238.17454782767044,3.114846426438358,214.88508172961994,0.5503470311180962,32.83861439044691,2945,404,79.47394062236192
238.80010676824546,4.38012472832898,69.46691275800038,0.839335551187754,27.213644120552626,4520,1410,74.58000000000001
232.63731839413705,7.456172929826886,370.8943184346825,0.7553290534336307,29.324927687440045,1634,1863,87.21058106867261
232.05812425359025,7.293183177888954,433.7692963184671,0.5848261895637152,63.620571345711184,1824,1529,76.43235238756094
232.6395480013559,9.019410863861818,24.489730345640726,0.7371033919261771,32.892607341384526,2591,290,85.20706783852354
230.3476633435384,6.548333028925509,122.10393069731084,0.708516427104062,68.63555287322855,2970,512,73.70566268011268
222.46456916169817,1.5283428576447666,2.6836099629153343,0.9080076851284424,31.01794253239006,4540,1983,73.334
222.38424767424928,4.545954876694314,309.4681898809236,0.7236656312973777,56.16104968774237,3713,1899,71.26199771962484
228.49831768208696,1.3234275947401886,246.23768159996195,0.986338891296117,43.44338547444708,2955,1113,81.96598435766587
237.42104496110213,9.253773777100365,466.4548958641339,0.7518098875109761,31.525097395127496,1349,1040,90.21119775021951
227.75981865452397,5.474462601967824,259.97359544972704,0.9104909774648258,56.61738451387754,3641,1745,73.31978464583675
232.1148647474857,1.131242908858494,18.999508203774994,0.5372626141671295,64.7372649748652,3100,1584,68.65607279088303
238.44979141869558,0.7397316702316092,400.4865831884176,0.8399277907811529,67.32132755946856,385,114,89.65060173215944
229.4680320578651,2.697314818955733,180.4554027614545,0.7346852463687219,67.17695613701423,3071,698,73.78961808627017
225.33839095476824,4.732242592196236,404.4272651221699,0.8675013910623242,39.959327538959606,2933,97,85.14099999999999
238.4303484887063,8.591676317352768,336.70546355961324,0.9325175908146783,41.55440292647982,1967,895,87.90867912205604
229.82044740422162,9.969546778492765,429.51156631295845,0.9039353730971269,31.573970177148784,1244,872,92.036
230.89122542383834,1.6478165915266496,7.976216605083797,0.5681228816637498,42.115473543806644,39,728,93.07681557013301
225.0482007599758,9.305868086448456,283.3418593427413,0.585054883651616,36.580437972048905,2438,895,81.72109767303232
236.1683473959508,9.046719927229073,194.87811558731838,0.6375137369217816,63.71170239501719,1073,180,83.91176401993049
237.64178606565224,5.267631492278121,302.6599869145968,0.9457755202556948,47.88389945683022,1944,391,87.13283016295094
229.32773081835035,7.9522772238776005,125.50207636824695,0.9673069304394541,63.774635447831045,4356,543,70.0016093656507
238.7324761093751,5.294471049641246,251.41834875386897,0.9512507797337999,67.0304649718094,704,361,87.64886050845719
229.52802810046228,5.603573787223088,200.5937485543386,0.7752238483058744,51.515008620264226,1284,697,88.23597438003821
226.34686558383177,9.31526418882283,467.63797858832515,0.7771546107196372,63.48648687484791,4820,1229,65.93914615193837
222.49555388453572,3.4994026008641663,51.27555224923225,0.9494047423396723,59.63040241833605,4600,869,69.37287927449918
238.21337958953006,4.937939886592605,148.89902668192596,0.5879506959241625,50.25101141952731,1562,1425,82.02371049262506
235.61941496235798,7.23393750183728,146.54217941755076,0.9583433648189577,66.71456505434716,3044,1859,73.04763048369585
223.22078862545587,3.377296399045473,309.23288762726946,0.5030575526719063,42.139305863401844,902,1760,85.38935929441757
237.70803163723824,2.9532813293393345,339.3226507965809,0.5791736230954321,34.890536919972725,1534,1139,85.63547246190863
223.13432150262858,5.019952677813503,93.00223056029128,0.8293309902527126,69.95672746721024,4771,1365,64.42798175983692
228.23928283057154,0.7895421245295409,492.9868333016586,0.5467812102323337,36.886805216111924,1651,1256,84.16862420464668
230.72493120035986,6.888160661252325,494.9212342978875,0.6582847425599029,58.89406646048041,1865,1744,78.68447491305393
226.43720409827006,1.7612959595377187,251.61579304212106,0.9463840282623265,50.17025596070367,4859,1507,69.6399232117889
239.11671718585885,9.514126295666909,256.36086556507274,0.6067747240368997,67.09299545374597,1710,1586,76.2855958446142
237.70894310991372,4.7384351318464795,410.2792437365912,0.5220397772848545,27.321453186782072,414,1541,89.2887955456971
227.2368141819011,1.7097222606112472,114.78590745680667,0.5717234514638403,41.64408037608059,676,1759,88.04324491645264
220.02025508552387,2.996504734664718,447.0198622871774,0.5476739457678965,36.92617230677734,3591,239,76.52047891535794
229.13715763278833,6.595336369500138,466.0000105351512,0.9919603967670534,54.46141244309874,3445,899,76.63857626707038
234.61509005787042,8.90274916902838,85.40836644671145,0.9657089154631997,43.84718453014652,1012,1646,90.49384464095604
237.97800897067273,6.818613019424308,148.11337891976805,0.8666647620825484,61.522735959884706,2661,545,79.14817921203458
225.64364578185558,8.292080040214877,212.81555053964362,0.8476803493685848,50.351465044451075,2146,181,85.80256048666467
229.12088318029384,7.004523456064539,467.41521823957123,0.924122747584571,54.267706311546235,3986,1429,72.93168810653611
221.3608335907738,9.551067076496151,269.8732021595417,0.738468739359054,52.718810337478345,1084,1199,87.13573168593757
223.03816446041176,5.936931154228499,425.6870886336086,0.9626935353070858,33.45974773250637,3368,616,81.928
231.37649343402953,6.62046484089092,3.809762793661131,0.9257890374003244,32.1582951145271,2422,1024,85.842
223.89542541751618,3.9531871283515385,358.69755490182973,0.5367817634807643,37.433447345146305,3742,1159,73.70763526961528
235.19009281842045,0.14205326207798352,449.3821350451261,0.645113299776691,59.55486652508995,4831,951,64.97880603800684
229.8156516471165,9.416979632422265,350.0468363854557,0.832766631001413,58.383418070424575,1986,1751,81.05297457887262
225.65117612464692,8.218548953168229,348.05534567963446,0.9958599872625133,67.43239549219044,1799,1763,79.24928135234286
229.51182600493993,6.206802002034026,145.252852101115,0.7268148024724405,30.71293801314315,2954,118,83.53029604944881
